id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
2775						0.4	0.65	0.3	0.3	0.1	0.3	0.05	0.11	0.16	0.17	0.04	0.2	0.2	0.23	0.15	
2776																		0.11	0.133	0.09	
2777						0.25	0.35	0.35	0.5	0.2	0.1	0.1	0.1	0.12	0.062	0.025		0.1	0.12	0.26	
2778												0.1			0.1		0.13		0.1	0.1	
2779												0.12	0.08	0.05	0.05		0.15	0.1	0.08	0.07	
2780								0.155	0.16	0.4	0.53	0.208	0.19	0.012		0.027					
2781								0.19			0.1	0.2			0.1	0.1			0.1		
2782								0.2	0.2		0.15	0.15			0.03	0.03		0.03	0.5	0.6	
2783								0.1	0.1	0.1											
2784								0.3	0.3	0.3	0.3	0.35	0.39	0.39	0.43	0.48	0.45	0.25	0.47	0.48	
2785									0.1			0.1		0.115	0.08	0.04	0.05	0.12	0.24	0.2	
2786									0.03	0.04	0.03		0.04	0.06	0.05	0.035	0.02	0.01	0.005	0.01	
2787													0.42	0.5	0.36	0.36	0.045	0.042	0.05	0.04	
2788													0.3			0.1			0.05		
2789													0.15		0.05	0.13	0.045	0.1	0.18	0.1	
2790																0.0955	0		0.02	0.05	
2791												0.03	0.066	0.087	0.083	0.084	0.085	0.068	0.075	0.093	
2792																			0.22	0.29	
2793																	0.1	0.12	0.12	0.09	
2794																0.24	0.21	0.16	0.187	0.2	
2795													0.2	0.25	0.25	0.2	0.05				
2796														0.1	0.06	0.051	0.041	0.057			
2797													0.1	0.15	0.2	0.22	0.1	0.06	0.05	0.05	
2798																				0.031	
2799																0.021	0.033	0.064	0.011	0.01	
2800																			0.1	0.1	
2801									0.18	0.46	0.53	0.75	0.9	0.96	0.91	0.74	0.32	2.97	0.91	0.88	
2802												0.06	0.12	0.18	0.2	0.27	0.29	0.5	0.6	0.61	
2803													0.25	0.153	0.13	0.056	0.06	0.066	0.22	0.3	
2804											0.7	0.7	0.35	0.22	0.138	0.0458	0.0232		0.16	0.19	
2805												0.0208	0.0063	0.0013	0.0008	0.00118					
2806											0.064	0.087	0.09	0.08	0.08	0.08	0.08	0.11	0.1	0.1	
2807								0.0492	0.0684			0.1182	0.118	0.05935	0.04531	0.05223	0.107	0.10771	0.11497	0.10328	
2808													0.15	0.05	0.05		0.05	0.05		0.07	
2809												0.1	0.15	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
2810												0.03	0.05	0.065	0.1	0.105	0.087	0.108	0.095	0.118	
2811												0.08	0.08	0.05	0.02	0.002				0.011	
2812												0.2	0.25	0.25	0.275	0.25	0.16	0.178	0.178	0.178	
2813																		0.3	0.24	0.08	
2814												0.2	0.2	0.18	0.15	0.12	0.12	0.09	0.15	0.08	
2815																				0.129	
2816																	0.108	0.33	0.81	1.5	
2817																		0.4	0.27	0.2	
2818									0.3	0.1	0.1	0.18	0.1	0.1	0.05	0.05	0.05	0.05	0.1		
2819													0.091	0.02	0.018	0.02		0.018	0.02	0.02	
2820												0.06			0.08	0.1	0.14	0.1	0.053	0.034	
2821										0.1	0.16	0.05	0.1	0.11	0.13	0.15	0.15	0.16	0.18	0.21	
2822												0.018	0.01	0.011	0.055	0.07	0.063	0.066	0.081	0.069	
2823																			0.08	0.085	
2824												0.3	0.5	0.2	0.1	0.1	0.06	0.1	0.05	0.015	
2825																		0.011	0.011		
2826													0.1	0.05	0.06	0.04	0.02	0.02	0.03		
2827														0		0.03	0.015		0.01		
2828													0.2	0.35	0.2			0.08	0.04	0.175	
2829															0.12	0.03		0.11	0.418	0.33	
2830																0.15	0.1		0.01	0.015	
2831																		0.02426	0.034	0.035	
2832													0.045	0.192	0.168	0.194	0.1	0.118	0.185	0.164	
2833														0.1	0.023	0.035		0.28	0.14	0.12	
2834													0.2	0.02	0.1	0.08	0.12	0.22	0.43	0.28	
2835													0.03			0					
2836													0.4	0.17	0.185	0.1	0.215	0.061	0.057	0.15	
2837																			0.062	0.077	
2838																				0.1	
2839								0.08	0.08	0.08	0.08	0.09	0.1	0.08	0.08	0.05	0.08	0.08	0.08	0.06	
2840														0.105	0.204	0.22	0.109	0.152	0.1	0.088	
2841													0.15	0.3	0.25	0.3	0.2	0.13	0.0027	0.053	
2842																		0.1	0.2	0.2	
2843												0.5	0.35	0.35	0.35	0.25	0.2	0.15	0.155	0.2	
2844													0.15	0.1	0.065	0.02	0		0.03	0.01	
2845											0.063	0.055	0.048	0.052	0.066	0.078	0.086	0.088	0.113	0.128	
2846																		0.1	0.08	0.08	
2847													0.36	0.38	0	0.24	0.54	0.06		0.5	
2848												0.021	0.049	0.064	0.064	0.064	0.035	0.048	0.074	0.019	
2849												0.15	0.1	0	0						
2850												1	0.35		0						
2851													0.6	0.7	0.7	1	0.5	1	1	1	
2852													0.5	0.5	0.5	0.1		0.3	0.3	0.3	
2853																0.11	0.11	0.11	0.11	0.11	
2854								0.04	0.03	0.03	0.03	0.02	0.03	0.06	0.06	0.06	0.06	0.06	0.11	0.12	
2855																		0.25	0.26	0.23	
2856													0.2	0.05	0.05	0.08	0.1	0.07	0.11	0.022	
2857								0.115	0.053			0.0114									
2858																				0.042	
2859	0.1	0.1	0.09	0.2	0.09	0.08	0.025	0	0.05	0.045	0.102	0.14	0.16	0.24	0.26	0.29	0.33	0.36	0.38	0.41	
2860														0.056	0.058	0.065	0.023		0.0062	0.0031	
2861																		0.07	0.05	0.056	
2862												0.3	0.1	0.1	0.05	0.05	0.05		0.02	0.04	
2863												0.047			0.061	0.05	0.055	0.06	0.068	0.07	
2864													0.3	0.57	0.82	0.8	0.19	0.35	0.17	0.29	
2865													0.15	0.1	0.18			0.15	0.3	0.3	
2866								0.174	0.508	1.115	0.2	0.2	0.2	0.143	0.085	0.026					
2867											0.029	0.062	0.08	0.105	0.143	0.172	0.2	0.215	0.215	0.168	
2868													0.038	0.128	0.143	0.1	0.077	0.08541	0.09255	0.09782	
2869													0.1	0.1	0.1	0.1	0.11	0.1	0.1	0.2	
2870												0.1	0.2	0.15	0.15	0.17	0.15	0.1	0.22	0.15	
2871																0.185	0.616			0.412	
2872								0.3	0.72	1	1	1	0.5	0.336		0.035		0.09	0.287	0.268	
2873												0.35	0.2	0.5	0.32	0.43	0.15	0.15	0.1	0.18	
2874													0.12	0.3	0.165	0.038	0.008	0.011	0.05	0.145	
2875													0.025	0.03	0.038	0.046	0.046	0.048	0.17	0.01	
2876									0.056	0.061		0.0651	0.0764	0.0637	0.07465	0.05873			0.09195	0.06146	
2877										0.032	0.04	0.04	0.18	0.09	0.09	0.12	0.15	0.21	0.15	0.15	
2878												0.35	0.2	0.2	0.25	0.2	0.1	0.05			
2879													0.1	0.1	0.15	0.12	0.12	0.07	0.07	0.07	
2880													0.06	0.07	0.06	0.05	0.02				
2881												0.23	0.58	0.655	0.73	0.78	0.72	0.72	0.96	0.99	
2882													0.1794	0.1847	0.18762	0.17172	0.19037	0.19444	0.2419	0.23077	
2883											0.07	0.1	0.12	0.17	0.2	0.23	0.26	0.16	0.17	0.175	
2884									0.12	0.14	0.14	0.18	0.18	0.31	0.43	0.48	0.068	0.05	0.06	0.07	
2885																		0.3	0.3	0.3	
2886																			0.32	0.27	
2887									0.15686	0.14953	0.13003	0.18357	0.16462	0.13106	0.15755	0.09601	0.02486	0.03801	0.06074	0.09	
2888																		0.033	0.178	0.108	
2889									0.04											0.033	
2890																				0.25	
2891								0.042	0.071	0.1	0.02	0.044	0.01	0.006		0.013	0.066	0.1	0.035	0.058	
2892											0.2	0.4	0.7	0.6	0.6	0.3	0.2	0.3	0.7	0.6	
2893												0.05	0.06	0.05	0.06	0.04	0.075	0.015	0.023	0.019	
2894																		0.038	0.06	0.06	
2895													0.2	0.26	0.08	0.08	0.1	0.1	0.3	0.3	
2896												0.1	0.1	0.35	0.4	0.46	0.5	1	0.52	0.55	
2897												0.15	0.1	0.06		0.05	0.06	0.03	0.02		
2898									0.06226	0.15413	0.14984	0.15633	0.215	0.21	0.081	0.024		0.039	0.055	0.078	
2899									0.09	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.06	0.06	0.09	0.1	
2900																	0.13	0.1047	0.2048	0.22	
2901													0.3	0.03	0.02	0.05	0.04	0.04	0.06	0.07	
2902										0.2	0.2	0.2	0.2	0.1	0.005					0.01	
2903									0.18	0.29		0.09									
2904													0.08	0.1	0.1	0.1	0.1	0.15	0.15	0.3	
2905													0.022	0.05	0.054	0.05	0.025	0.025	0.025	0.007	
2906												0.1	0.2	0.3	0.2	0.12001	0.15	0.12	0.15	0.11	
2907																			0.088	0.1	
2908																			0.2	0.2	
2909										0.4	0.25	0.25	0.2	0.16	0.04	0.04			0.04	0.1	
2910														0.1	0.2	0.1	0.1	0.15	0.2	0.25	
2911																		0.166	0.262	0.3	
2912																	0.032	0.004	0.005	0.026	
2913																0.15	0.03				
2914											0.04437	0.0652	0.068	0.0645	0.046	0.038			0.011	0.009	
2915												0.07	0.072	0.071	0.078	0.05	0.03	0.046	0.048	0.055	
2916													0.1	0.05	0.06	0.06	0.06	0.1	0.06	0.06	
2917										0.05	0.02	0.03		0.037	0.039	0.041	0.044	0.047	0.088	0.11	
2918														0.55	0.5	0.18	0.075	0.045	0.045	0.13	
2919													0.23	0.4	0.22	0.5	0.75	0.6	0.5	0.3	
2920														0.036	0.052	0.0475	0.052	0.022	0.064	0.041	
2921														0.05		0.011		0.012	0.04		
2922															0.15	0.18	0.11	0.051	0.085	0.07	
2923																0.2	0.32	0.21			
2924																		0.145	0.052	0.03	
2925														0.18	0.13		0.15	0.05	0.05		
2926																		0	0.086	0.047	
2927																0.13	0.23	0.235	0.11	0.15	
2928																0.1	0.11	0.05	0.05	0.11	
2929																0.1	0.07	0.02	0.04	0.05	
2930																				0.4	
2931																0.1	0.1	0.05	0.18	0.12	
2932																		0.34	0.302	0.372	
2933																0.6	0.15	0.135	0.3	0.3	
2934																0.35	0.5	0.31	0.42	0.38	
2935																0.08	0.14	0.08	0.1	0.14	
2936																0.3	0.8	0.2	0.15	0.11	
2937																	0.2	0.2	0.08	0.02	
2938																	0.122	0.044	0.038	0.047	
2939																	0.15	0.1	0.1	0.1	
2940																0.34	0.4	0.45	1	0.3	
2941																	0.1	0.6	0.6	0.6	
2942																	0.1	0.188	0.133	0.221	
2943																		0.043	0.033	0.023	
2944																		0.091	0.07	0.1	
2945																0.05	0.06	0.06	0.035	0.02	
2946																		0.171	0.15		
2947																		0.1	0.061	0.06	
2948																		0.3	0.15	0.13	
2949																		0.25	0.246	0.375	
2950																		0.1	0.054	0.058	
2951																		0.7	0.7	0.75	
2952																		0.45	0.28	0.32	
2953																		0.15	0.15	0.15	
2954																		0.28	0.53	0.4	
2955																			0.16	0.13	
2956																			0.16		
2957																			0.35	0.4	
2958																				0.12	
2959																			0.15	0.165	
2960																			0.22	0.2	
2961																			0.171	0.219	
2962																		0.04	0.06	0.05	
2963																				0.11	
2964																		0.16	0.2	0.265	
2965																			0.14	0.015	
2966																	0.136	0.16	0.056	0.062	
2967																		0.109	0.138	0.12	
2968																		0.06	0.05	0.06	
2969																			0.3	0.16	
2970														0.4	0.04	0.07	0.01	0.01	0.02		
2971																			0.3	0.15	
2972																			0.275	0.12	
2973																			0.12	0.12	
2974																			0.19	0.18	
2975																	0.105	0.1	0.1	0.04	
2976																			0.15		
2977																0.2	0.11	0.11	0.15	0.32	
2978																		0.3	0.3	0.3	
2979																		0.2	0.1	0.1	
2980																		0.36	0.6	0.6	
2981																		0.3	0.16	0.1	
2982																0.09	0.115	0.08	0.027	0.026	
2983																0.12	0.12	0.1	0.13	0.2	
2984																		0.081	0.1	0	
2985																			0.23	0.248	
2986																				0.1	
2987																			0.025	0.06	
2988																	0.2	0.075	0.076	0.095	
2989																			0.19	0.28	
2990																0.15	0.2	0.1	0.12		
2991																			0.151		
2992																	0.08	0.25	0.4	0.18	
2993																	0.1	0.1	0.1	0.05	
2994																0.23	0.245	0.3	0.04	0.52	
2995													0.086	0.2	0.18	0.16	0.14	0.12	0.12	0.12	
2996																0.08	0.053	0.07	0.07	0.07	
2997																			0.3	0.3	
2998														0.08	0.085	0.116	0.066	0.09	0.085	0.098	
2999																			0.3	0.32764	
3000																		0.35	0.11	0.1	
3001																		0.08	0.074	0.077	
3002																			0.4	0.75	
3003																		0.12	0.16	0.11	
3004																			0.2	0.113	
3005																			2.6	3	
3006																			0.22		
3007																	0.25	0.15	0.18	0.14	
3008																		0.3	0.15	0.15	
3009																		0.4	0.6	0.5	
3010																			0.24	0.315	
3011																		0.2	0.6	0.47	
3012																0.15	0.07	0.2	0.2	0.15	
3013														0.17	0.15	0.15	0.13	0.25	0.4	0.6	
3014																0.724	0.33	0.47	0.2		
3015																0.15	0.15	0.01	0.003		
3016																		0.1	0.1		
3017																		0.12	0.15	0.06	
3018																			0.5	0.5	
3019																			0.8	1	
3020																			0.225	0.3	
3021																			0.225	0.105	
3022																				0.16	
3023																		0.15	0.15	0.15	
3024																				0.6	
3025																1	0.5	0.5	0.05		
3026																		0.1	0.06	0.03	
3027																				0.35	
3028																			0.105	0.1	
3029																			0.5	0.25	
3030																0.4	0.5	0.6	0.7	0.7	
3031																0.12	0.13	0.14	0.15	0.17	
3032																			0.8	0.33	
3033																		0.45	0.33	0.30058	
3034																		0.41	0.62	0.58	
3035																			0.2	0.36	
3036																		0.15	0.2	0.3	
3037																				0.15	
3038																0.15	0.065	0.04	0.05	0.021	
3039																	0.07	0.1	0.13	0.047	
3040																			0.26	0.18	
3041																			0.3	0.3	
3042																	0.18		0.01	0.03	
3043																		0.4	0.5	0.75	
3044																			0.07	0.055	
3045																			0.4	0.28	
3046																			0.6	0.6	
3047																		0.1	0.1	0.15	
3048																		0.6	0.5	0.3	
3049																		0.417	0.207	0.17	
3050																				0.58002	
3051																			0.441	0.82	
3052																		0.25	0.25	0.1	
3053																0.1	0.095	0.14	0.16	0.095	
3054																			0.138	0.109	
3055																			0.15	0.2	
3056																			0.2	0.11	
3057																			0.18	0.31	
3058																			0.118	0.076	
3059															0.5	0.85	0.6	0.68	0.85	0.98	
3060																			0.13	0.2	
3061																				0.5	
3062																		0.3	0.3	0.3	
3063																	0.045	0.02	0.096	0.06	
3064																	0.04	0.035			
3065																				0.35	
3066																			0.13	0.213	
3067																			0.1	0.26	
3068																0.153	0.5	0.7	0.5	0.5	
3069															0.082	0.054		0.04	0.042	0.051	
3070																		0.15	0.15	0.1	
3071																	0.05	0.11	0.18	0.15	
3072																		1.2		0.4	
3073																	0.2	0.06	0.015	0.015	
3074																			0.067	0.056	
3075																	0.25	0.014	0.015		
3076																		0.15	0.45	0.37	
3077																			0.156	0.13	
3078																			0.1	0.05	
3079																		0.12	0.12	0.1	
3080																			0.16	0.15	
3081																0.17	0.45	1	0.3	0.7	
3082																			0.3	0.25	
3083																		0.27	0.258	0.226	
3084																			0.2	0.236	
3085														0.048	0.004				0.01	0.034	
3086																			0.05	0.02	
3087																		0.2	0.2	0.12	
3088																		0.33	0.48	0.52	
3089																	0.045	0.18	0.4	0.35	
3090																		0.18	0.18	0.2	
3091																		0.247	0.282	0.376	
3092																				0.3	
3093																0.18	0.19	0.26	0.19	0.22	
3094																			0.15	0.18	
3095																			0.27	0.41	
3096																		0.68	0.68	0.3	
3097																			0.5	0.15	
3098																		1	0.25	0.39	
3099																			0.035	0.025	
3100																			0.5	0.5	
3101													0.35	0.71	0.53	0.267	0.2	0.183	0.04		
3102																			0.16	0.262	
3103																0.31	0.6	0.7	0.66	0.62	
3104																0.39	0.41	0.19	0.25	0.33	
3105																	0.3	0.3	0.3	0.2	
3106																			0.18	0.09219	
3107																			0.2	0.22	
3108																			0.5	0.5	
3109																			0.3	0.23	
3110																			0.15	0.14	
3111																			0.45	0.41	
3112																			0.15	0.1	
3113																		0.11	0.085	0	
3114																			0.31	0.34	
3115																	0.21	0.085	0.088	0	
3116														0.055	0.033	0.024			0.061	0.02	
3117																		0.18	0.142	0.15	
3118																		0.216	0.21	0.131	
3119																			0.2	0.2	
3120																		4.1	2.6	10	
3121																0.2	0.3	0.1	0.2	0.2	
3122																			0.8	0.84	
3123																			0.8	0.075	
3124																			0.1	0.08	
3125																				0.4	
3126																			0.2	0.2	
3127																			0.22536	0.225	
3128																			0.2	0.2	
3129																			0.2	0.2	
3130																			0.045	0.18	
3131																			0.1	0.18	
3132																			0.3	0.3	
3133																			0.28	0.15	
3134																	0.169	0.234	0.3125	0.38581	
3135																		0.3	0.4	0.4	
3136																			0.4	0.3	
3137																		0.33	0.48	0.61	
3138																0.15	0.115	0.102	0.158	0.227	
3139																0.14	0.5	0.3	0.45	0.5	
3140																	0.3	0.3	0.5	0.3	
3141																			0.25	0.2	
3142																		0.5	0.05	0.066	
3143																			0.034	0.11	
3144																			0.2	0.1	
3145																			0.25	0.12	
3146																			0.18	0.2	
3147															0.45	0.3	0.45	0.45	0.25		
3148																		0.25509	0.3	0.4	
3149																			0.06	0.04	
3150																0.45	0.1	0.1	0.15	0.05	
3151																		0.1	0.045	0.022	
3152																	0.3	0.2	0.2	0.3	
3153																	0.5	0.181	0.185	0.164	
3154																	0.2	0.2	0.25	0.33	
3155																		0.16	0.197	0.144	
3156																		0.165	0.082	0.055	
3157																			0.2	0.21	
3158																		0.6	0.5	0.3	
3159																			0.15	0.12	
3160																				1	
3161																		0.6	0.5	0.6	
3162																			0.4	0.2	
3163																				1	
3164																0.1	0.1	0.05	0.03	0.05	
3165																	0.35	0.45	0.75	1.5	
3166																				0.5	
3167																			0.17	0.081	
3168																				0.06	
3169																	0	0.037	0.05		
3170																	0.12495	0.088	0.13609	0.17505	
3171																0.22	0.5	0.6	0.15	0.2	
3172																0.2			0.16	0.15	
3173																			0.15	0.06	
3174																		0.09	0.1	0.1	
3175																			0.31	0.43	
3176																0.1	0.025	0.045	0.06	0.105	
3177																			0.4	0.3	
3178																	0.25	0.35	0.25	0.25	
3179																0.05	0.1	0.1	0.1	0.18	
3180																0.5	0.25	0.57	0.5	0.5	
3181																			0.677	0.09	
3182																		0.2	0.25	0.2	
3183																	0.04275	0.02236		0.0132	
3184																			0.2	0.21	
3185																0.2	0.15	0.05		0.05	
3186																			0.3	0.023	
3187																		0.16	0.25	0.25	
3188																		0.04	0.036	0.02	
3189																				0.28	
3190																		0.171	0.118	0.4	
3191																		0.125	0.125	0.084	
3192																0.18	0.19	0.16	0.2	0.12	
3193																		0.2	0.15	0.25	
3194																		0.3	0.25	0.2	
3195																		0.2	0.3	0.3	
3196																			0.15	0.15	
3197																				0.34	
3198																			0.1	0.1	
3199																		0.2	0.25	0.11	
3200																				0.8	
3201																		0.65	0.72	0.8	
3202																			0.313	0.42	
3203																		0.072	0.11	0.1	
3204																			0.89	0.28	
3205																		0.1	0.15	0.15	
3206																			0.15	0.2	
3207																				0.462	
3208																		0.15	0.25	0.16	
3209																		0.08	0.065	0.05	
3210																	0.4	0.12	0.4	0.45	
3211																			0.08	0.055	
3212																		0.35	0.2	0.2	
3213																0.17	0.2	0.23	0.158	0.1	
3214																			0.09902	0.09902	
3215																			0.3	0.2	
3216																			0.05	0.05	
3217																			0.35	0.25	
3218																0.35	0.18	0.235	0.265	0.265	
3219																0.5	0.1	0.1	0.1	0.13	
3220																		0.03	0.12	0.16	
3221																		0.066	0.071	0.038	
3222																	0.15	0.125	0.125	0.585	
3223																0.063	0.216	0.12	0.141	0	
3224															0.35	0.4	0.25	0.16	0.16	0.67	
3225																	0.28	0.3	0.2	0.5	
3226																	0.391	0.024	0.032		
3227																			0.15	0.15	
3228																		0.45	0.4	0.56	
3229																			0.1	0.22	
3230																			0.1	0.25	
3231																			0.03	0.05	
3232																				0.13	
3233																		0.08	0.1		
3234																			0.2		
3235																	0.1	0.04	0.055	0.01	
3236																			0.3	0.13	
3237																			0.4	0.2	
3238																			0.12	0.12	
3239																		0.42	0.5	0.55	
3240																		0.3	0.15	0.03	
3241																			0.052	0.041	
3242																0.13	0.065	0.055	0.1		
3243																			0.5	0.5	
3244																				0.1	
3245																		0.4	0.55	0.51	
3246																		0.32	0.23	0.09	
3247																			0.65	0.45	
3248																			0.13		
3249														0.175	0.208	0.228	0.2	0.5	0.33		
3250																			0.3	0.15	
3251																			0.19	0.12	
3252																				0.68	
3253																			0.7	0.27	
3254																		0.35	0.4	0.15	
3255																	0.096	0.078	0.019		
3256																		0.09	0.09	0.09	
3257																			0.12	0.25	
3258																0.35	0.6	0.8	1	0.6	
3259																		0.06			
3260																				0.3	
3261																		0.1	0.1	0.104	
3262																		0.5	0.2	0.12	
3263																0.1			0.5	0.1	
3264																	0.1		0.1	0.5	
3265																			0.6	0.86	
3266																			0.3	0.12	
3267																0.45	0.7	1	0.6	0.45	
3268																0.25	0.26	0.266	0.26	0.525	
3269																			1	0.5	
3270																				0.525	
3271																		0.41	0.42	0.3	
3272																			0.18	0.187	
3273																		0.7	0.96	1	
3274																	0.049	0.077	0.102		
3275																		0.12	0.12	0.4	
3276																		0.208	0.214	0.228	
3277																		0.125	0.18	0.26	
3278																			0.25	0.25	
3279																			0.06	0.12	
3280																0.15	0.135	0.1	0.027	0.021	
3281																			0.101	0.113	
3282																			1	0.75	
3283																	0.13	0.07	0.05	0.05	
3284																		0.4	0.5	0.35	
3285																		0.035	0.02	0.03	
3286																			0.155	0.25	
3287																			0.2	0.2	
3288																			0.185	0.181	
3289																		1.614	1.614	1.614	
3290																		0.2	0.06	0.04047	
3291																			0.1407	0.1435	
3292																		0.1	0.088	0.115	
3293																	0.55	0.3	0.8	1	
3294																		1	1.5	1.5	
3295																0.08	0.1	0.15	0.25	0.32852	
3296																			0.5	0.5	
3297																			0.1	0.1	
3298																		0.5	0.7	1	
3299																		0.182	0.316	0.6	
3300																			0.15	0.07	
3301																			0.145	0.16	
3302																		0.04	0.17	0.07	
3303																			0.083	0.108	
3304																	0.3	0.3	1	0.5	
3305																		0.25	0.228		
3306																		0.23	0.46	0.66	
3307																		0.11	0.2		
3308																		0	0.2	0.248	
3309																0.5	0.35	0.2	0.25	0.3	
3310																			0.2	0.25	
3311																			0.25	0.06	
3312																			0.2	0.23	
3313																				0.15	
3314																0.25	0.17	0.254	0.326	0.371	
3315																0.5	0.5	0.25	0.25	0.3	
3316																		0.2	0.28	0.6	
3317																	0.065	0.045	0.05	0.055	
3318																		0.05	0.1	0.09	
3319																			0.088	0.128	
3320																		0.4	0.5	0.75	
3321																		0.088	0.125	0.135	
3322																			0.25	0.25	
3323																			0.2	0.24	
3324																			0.15	0.11	
3325																	0.13	0.05	0.06	0.09	
3326																		0.24	0.24	0.242	
3327																			0.46	0.44	
3328																			0.25	0.135	
3329																			1.15	0.25	
3330																		0.2	0.21	0.22	
3331																		0.16	0.2	0.25	
3332																			0.45	0.3	
3333																	0.05	0.06	0.066	0.1	
3334																			0.05	0.08	
3335																			0.2	0.16	
3336																		0.3	0.3	0.3	
3337																			0.1		
3338																		0.26	0.26		
3339																		0.113	0.017	0.096	
3340																			0.143	0.097	
3341																			0.1	0.077	
3342																		0.1	0.08	0.08	
3343																	0.2	0.36	0.38	0.5	
3344																0.15	0.15	0.225	0.15	0.1	
3345																			0.25	0.25	
3346																			0.46	0.08	
3347																		0.5	0.1	0.1	
3348																			0.4		
3349																	0.08	0.05	0.075	0.075	
3350																			0.25	0.45	
3351																			0.35	0.4	
