id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
337		0.09278	0.06	0.12	0.03	0.015	0.015	0.03	0.02	0.012	0.01	0.02									
338		0.09	0.08	0.1	0.2	0.3	0.36	0.58	0.55	0.21	0.06	0.15			0.027	0.045		0.067	0.232	0.22	
339		0.15	0.16	0.1	0.1	0.4		0.38	0.8	0.776	0.38	0.2	0	0.15	0.1	0.05	0.04	0.05	0.1	0.15	
340	0.25		0.1	0									0.05	0.02	0.02	0.02			0	0.0701	
341	0.25	0.1							0								0.3	0.15	0.2	0.2	
342		0.35	0.36	0.35	0.35	0.25	0.25	0.25	0.25	0.15	0.25	0.2	0.05	0.05	0.07	0.06	0.07	0.08	0.045	0.045	
343	0.5			0.5		0.15	0.15	0.1	0.05	0.1	0.02	0.03	0.02	0.05	0.07	0.05	0.041	0.052	0.02	0.01	
344	0.02	0.02	0.02	0.02	0.015	0.01								0.05	0.05	0.08	0.06	0.05	0.097802	0.150195	
345	0	0.035			0.04												0.1		0.01		
346		0.1											0.1	0		0.1		0.039	0.035		
347		0.1				0.1	0					0.1		0.02	0.05	0.03	0.05	0.12	0.12	0.13	
348					0.21	0.378	0.19	0.66	0.39	0.065	0.3	0.35	0.1								
349	0.1	0.06	0.1	0.2	0.26	0.32	0.3	0.6	0.36	0.15	0.1										
350	0.1	0.12	0.1	0.1	0.45	0.15				0.04				0.1				0.1			
351														0.1	0.1	0.1	0.1	0.15	0.25	0.3	
352		0.3	0.2	0.1	0.1		0		0.03	0.02	0.02	0.075	0.139		0.04	0.06	0.04	0.03		0.018	
353	0.05	0.05	0.05		0						0.05	0.055		0.025							
354	0.207	0.273	0.212	0.216	0.15	0.2	0.25	0.22	0.28	0.15	0.15	0.15	0.15	0.15	0.16	0.17	0.17	0.17	0.17	0.17	
355	0.25	0.3	0.4	0.42	0.2												0.03	0.03	0.05	0.03	
356	0.214																0.15	0.3	0.44	0.303	
357		0.26	0.06	0										0.018	0.033						
358	0.125	0.15			0.025										0.01					0.01	
359	0.1	0.18	0.18																0		
360		0.125	0.125		0.1	0.2	0.2	0.02	0.1	0.1	0.1		0.1	0.15	0.2	0.1	0.25	0.25	0.2	0.1	
361			0.125					0.06	0.05	0.05	0.07	0.03	0.02	0.01							
362		0.16																0.05	0.12	0.12	
363	0			0											0.03			0.066			
364			0.05			0.1					0.035	0.035	0.05	0.02	0.02	0.02				0.025	
365	0.15	0.15	0.1																		
366	0.05	0.05	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.05										0	
367		0.4	0.28	0.4	0.28		0.2	0.4	0.2	0.2	0.365	0.2	0.08	0.03	0.008			0.025	0.025	0.015	
368	0.12	0.12	0.07	0.06												0.05			0.175		
369		0.1	0.1	0.1	0.05	0.1	0.1	0.05	0.1	0.05	0.05	0.06	0.05	0.05	0.04	0.02	0.03	0.12	0.03	0.05	
370		0.125	0.25	0.4	0.125	0.5	0.25	0.25	0.2	0.15	0.5	0.5	0.25	0.25	0.1	0.1	0.005	0.1	0.1	0.1	
371	0	0.3			0.1	0.07			0.06		0.1	0.08	0.06	0.05	0.05	0.1	0.02	0.1	0.2	0.15	
372	0.21	0.26	0.19	0.2	0.07	0.06	0.08	0.05	0.08	0.22	0.05	0.05	0.08	0.02	0.02	0.02	0.04	0.05	0.02	0.05	
373	0.15	0.1	0.05	0.05	0.1	0.1			0.03			0.06				0.03	0.03	0.03	0.01	0.01	
374		0.15							0.2	0.25	0	0.1									
375									0	0.15	0.1	0.25	0.17	0.03	0.27	0.3	0.2	0.23	0.68	0.46	
376	0.05		0.05						0.1										0.11		
377	0	0.05	0.025	0.06																	
378			0.03				0							0							
379	0	0.1			0.1							0.05			0.08	0.11	0.5		0.2		
380	0.23	0.25	0.23	0.23	0.3	0.4	0.29999	0.16	0.21	0.1	0.1	0.1				0.01					
381	0.24	0.1	0.016	0.012	0.04	0.2	0.25	0.2	0.1	0.02	0.08116	0.12	0.13	0.02							
382		0.03	0.03	0.03	0.02	0.02					0	0.1		0.1	0.12	0.1	0.04	0.015	0.02	0.12	
383		0.125			0.04	0.075	0.045	0.07	0.1	0.08	0.05	0.05	0.06	0.04	0.03						
384	0.09	0.15	0.05	0.07	0.07	0.1	0.135	0.16			0.33				0.7	0.92	1.25	1.35	0.72	0.33	
385			0.013							0			0	0.021	0.022	0.031	0.014	0.012	0.01	0.081	
386		0.12	0.08	0.06	0.05				0					0.02	0.04	0.06	0.04	0.039887	0.09	0.100036	
387		0.1	0.012	0.01	0.015	0.01	0.03	0.15	0.1	0.2	0.15		0.1		0.01						
388		0.233	0.141	0.16	0.168	0.169	0.08	0.08	0.08	0.08	0.1	0.12	0.12	0.12	0.02				0.03		
389		0.2	0.1	0.1		0.06	0.08	0.08	0.091	0.055	0.045	0.07		0.2	0.1	0.085	0.085	0.1	0.09	0.09	
390		0.1875	0.15	0.125	0.125		0												0		
391		0.07	0.06	0.1	0.1	0.1	0.02	0.04	0.03												
392		0.16	0.18	0.21	0.21	0.138	0.01						0.03	0.05	0.03		0.05	0.05	0.03		
393		0.1	0.1	0.15	0.02	0.04		0.02					0.015	0.14	0.2	0.21	0.2		0.2	0.2	
394	0.015	0.12	0.03	0.25	0.1																
395		0.1	0.1	0.1						0.02			0.1	0.1	0.08	0.08	0.05	0.03	0.04	0.06	
396		0.26	0.2	0.21	0.05	0.16	0.18			0.3	0.16	0.12	0.1	0.05		0.045	0.05		0.07	0.08	
397		0.125						0						0.06	0.015		0.02		0.015		
398		0.4	0.1	0.1										0.111	0.12	0.12		0.021	0.7		
399		0.1	0.15	0.1	0.05							0.06	0.033		0.1						
400			0.1	0.1	0.2	0.3	0.4	0.4	0.45	0.42	0.2	0.5	0.2	0.036	0.01	0.003	0.002	0.011	0.04	0.3	
401		0.25	0.1	0.06	0.06		0.06	0.05	0.07		0.18	0.1	0.1		0.05	0.06		0.125	0.185		
402		0.3	0.2	0.13	0.1	0.04			0.012	0.035	0.1	0.1	0.15	0.01	0.01	0.025	0.035	0.035	0.03	0.03	
403		0.4	0.25	0.33	0.2	0.3		0.1	0.3	0.4	0.4	0.4	0.4	0.2	0.6		0.4	0.4	0.4	0.4	
404		0.1	0.08	0.06	0.07	0.06	0.15	0.1		0.08	0.1	0.04	0.04	0.02	0.03	0.03	0.03	0.02	0.15		
405				0																	
406		0.1	0.03						0					0.03				0.03			
407		0.25	0.3	0.3	0	0.125	0.05	0.1	0.15		0.1			0.08	0.05	0	0.08	0.06	0.080004	0.3	
408		0.36	0.3	0.05	0.14	0.15	0.1	0.15	0.1	0.07	0.07	0.05	0.1	0.15	0.1	0.05	0.2	0.15	0.1	0.200174	
409		0.26	0.04	0.093	0.045					0.2	0.3	0.3	0.24	0.26	0.26	0.408	0.15	0.16	0.46	0.39	
410						0.06	0.023	0.02		0.2	0.05	0.4	0.2	0.05	0.03	0.03	0.36	0.03	0.03	0.23	
411	0.116	0.129	0.102	0.288	0.496	0.637	0.747	0.576	0.678	0.5	0.325	0.463	0.4	0.363	0.39	0.324	0.41	0.496	1.319	0.114	
412																			0.219	0.254	
413																	0.26	0.5	0.62	0.789824	
414						0.3	0.15	0.05	0.1	0.2	1	0.5	0.6	0.5	0.5	0.35	0.2	0.6	0.7	0.7	
415						0.3	0.2	0.05							0	0.204161	0.202749	0.1	0.11	0.06	
416						0.2	0.3	0.3	0.1	1	0.2	0.3	0.7	0.5	0.8	0.6	0.5	0.5	0.5	0.35	
417							0.3			0.33			0.5	0.3		0.3	0.2	0.15	0.2	0.22	
418						1	0		0				0.1			0.03					
419						0.25	0.1		0				0.1					0.02	0.02		
420						0.4	0.5	0		0.2	0.3	0.3	0.12	0.1	0.4	0.6	0.4	0.4	0.3	0.4	
421						0.2	0.25	0.1	0.1	0.1	0.05	0.25	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
422						0.1	0	0.022	0.011	0.02			0.03	0.035	0.025	0.05	0.05	0.05	0.05	0.057	
423						0.3	0.1	0.05	0	0.05	0.1	0.05	0.05	0.1	0.15	0.15	0.1	0.1	0.05	0.1	
424						0.25	0.1		0.3	0.25	0.3	0.3	0.2		0.1			0.1			
425						0.3	0.06					0.1	0.2	0.03				0.02		0.005	
426						0.2	0.05	0.11	0	0.05	0.03	0.03	0.02	0.05	0.06	0.06	0.05	0.035	0.025	0.03	
427						0.3	0.4	0.4	0.3	0.25	0.45	0.4	0.3	0.3	0.3	0.3	0.4	0.5	0.45	0.35	
428						0.3	0.05			0				0.15	0.08	0.1		0.38	0.72	0.5	
429						0.25	0	0.3	0		0.3	0.3		0.05	0.08	0.05	0.03	0.03	0.03	0.03	
430						0.1	0.1	0.1	0.1	0.1	0.02			0.12	0.01	0.01	0.03	0.017			
431						0.2	0.15	0.25	0.1	0.1	0.1						0.1	0.1	0.1	0.1	
432						0.2	0						0.2	0.15	0.1	0.15	0.15	0.100185	0.2	0.3	
433						0.3	0.2	0.1	0.15	0			0.03	0.02							
434						0.7	0.5	0.25	0.05	0.2	0.2	0.3	0.4	0.36	0.23	0.2	0.12	0.135	0.065	0.065	
435						0.2		0.15	0	0.1	0		0.15	0.1	0.1	0.1		0.1			
436						0.1		0	0.2	0.03	0.05	0.1	0.15	0.05		0.05	0.06	0.07	0.1	0.12	
437						0.1	0.2		0.1		0.1	0.1	0.1	0.15	0.2	0.2	0.18	0.25	0.25	0.15	
438						0.1	0.1	0.06	0.1	0.06	0.08	0.1	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.08	
439						0.2	0										0.25	0.408	0.1	0.1	
440						0.4	0.2		0.2	0.2	0.2	0.8	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	
441						0.15	0.1	0.1	0	0.1	0.2	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	
442						0.15	0.25	0.12	0.13	0.026	0.025	0.012	0.024	0.012	0.023	0.05	0.025	0.045	0.025	0.041	
443						0.15	0.16		0.1	0.08	0.08	0.06	0.04	0.05	0.05	0.05	0.1	0.005	0.001	0.001	
444						0.2	0.2	0.2	0	0.2	0.2	0.28	0.3	0.33	0.37	0.43	0.56	0.77	0.72	1.02	
445						0.2	0.2	0.35		0.15	0.15	0	0.15	0.15	0.12	0.12	0.1	0.1	0.15	0.15	
446						0.2	0.2	0.2					0.3	0.285902	0.3				0.25	0.1	
447						0.4	0.2	0.05	0.05		0.1	0.3	0.2	0.2	0.2	0.4	0.4	0.3	0.3	0.3	
448						0.15	0.15	0.2	0.1	0.1	0.1	0.05	0.05	0.05	0.05	0.015	0.030686	0.03651	0.048631	0.045	
449						0.35	0.21	0.25	0.05	0.1	0.05	0.2	0.2	0.2	0.15	0.15	0.05	0.04	0.047	0.073	
450						0.2	0.1	0.16	0.1	0.2	0.2	0.25	0.2	0.25	0.2	0.3	0.2	0.2	0.5	0.3	
451							0.1	0.06	0.04	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.03	0.046	
452							0.2				0.2	0.2	0.1	0.1	0.1	0.35		0.056	0.052		
453							0.08					0.2	0.1	0.02	0.025	0.021	0.1	0.047737	0.5	0.352452	
454							0.1	0.3	0	0.1	0.05		0.08	0.03	0.03	0.03	0.13	0.05	0.234935	0.25	
455							0.08	0.12	0	0.05	0.08	0.05	0.1	0.2	0.05	0.08	0	0.015	0.05	0.053152	
456						0.35	0.2	0.125	0.15	0.05	0.15	0.12	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	
457							0.12	0.1	0.1		0.1	0.133	0.1	0.05	0.03	0.01		0.011	0.01	0.014	
458							0.3	0.05	0.05	0.1	0						0.07	0.04	0.040165	0.025	
459							0.1	0.1	0.11	0.07	0.15	0.16	0.08	0.05	0.08	0.1	0.1	0.15	0.15	0.15	
460							0.12	0.15	0.15	0.11	0.11	0.11	0.1	0.097868	0.1	0.1	0.056	0.056	0.05	0.058	
461							0.2	0.2	0.2	0.6	0.25	0.5	0.5	0.1	0.2	0.1	0.1	0.3	0.15	0.25	
462								0.3	0.35	0.35		0.35	0.35	0.3	0.3	0.300124	0.3	0.35	0.35	0.3	
463								0	0					0.1							
464								0.3	0.35			0.05	0.05			0.1	0.1	0.1	0.1	0.05	
465								0.13	0.17	0.16	0.16	0.12	0.11	0.11	0.12	0.12	0.12	0.12	0.047	0.052	
466								0.2	0.05	0.02	0.05	0.05	0.1	0.05	0.05	0.05		0.02	0.05	0.06	
467								0.3	0	0.05	0.07	0.07	0.02		0.1	0.28	0.2	0.06	0.1	0.149189	
468								0.025			0.03				0.025	0.01	0.01	0.02	0.16	0.1	
469								0.05	0.05	0.05	0.06	0.06	0.05	0.04	0.02	0.02		0.02	0.01	0.01	
470								0.12		0.08			0.05	0.05	0.05	0		0.02	0.01	0.067	
471								0.11	0.12	0.06	0.08	0.08	0.03	0.02	0.03	0.04	0.05	0.05	0.03	0.035	
472								0.4	0.4					0.1	0.05				0.1	0.12	
473								0.1		0.2	0.2	0.2	0.1	0.1	0.05	0.1	0.1	0.05	0.05	0.05	
474								0.2	0.2	0	0.1	0.099516	0.22	0.2	0.05	0.075601	0.05	0.05	0.05	0.05	
475								0.1	0.1	0.1	0.1	0.1		0.1	0.05	0.05	0.02		0.025	0.03	
476								0.15	0.2	0.1	0.1	0.1	0.2	0.2	0.2	0.15	0.15	0.15	0.1	0.1	
477								0.1	0	0.1	0.12	0.15	0.15	0.05							
478								0.1				0.1	0					0.07	0.05	0.02	
479								0.2	0.05	0.025	0.04			0.1		0.02	0.01	0.05	0.3	0.3	
480								0.7	0.3	0.35	0.5	0.5	0.4	0.3	0.15						
481								0.05	0.03		0	0.04	0.03					0.052			
482									0.05												
483								0.2	0.1		0.1		0.02	0.03	0.01	0.031	0.028107				
484								0.1	0.1	0.1		0.08	0.1	0.02	0.02	0.03	0.15	0.15	0.1	0.1	
485								0.04												0.03	
486								0.1				0.1	0.1	0.15	0.05	0.08	0.07	0.03			
487								0.1	0.1	0.05				0.05	0.05	0.05					
488								0.012	0.1	0.2	0.2	0.15	0.1	0.1	0.1	0.05	0.05	0.05	0.1	0.1	
489								0.1	0.02778	0.03	0.045	0	0.08	0.015	0.02	0.02	0.02	0.033	0.03	0.03	
490								0.2	0.2	0.2		0.3	0.1	0.1	0.1	0.12		0.115	0.3	0.243	
491								0.2	0.2	0.2	0.4	0.2	0.2	0.2	0.2	0.1	0.2	0.15	0.15	0.2	
492								0.1	0.1	0.1	0.13	0.15	0.2	0.08		0.05	0.1	0.25			
493								0.1	0.16	0.12			0.06		0.1	0.1	0.2	0.2	0.3	0.1	
494								0.2	0	0	0.08	0	0.1	0.09	0.05	0.03	0.05	0.1	0.1		
495								0.01	0.15	0.1	0.15						0.05	0.1	0.3	0.303462	
496								0.1		0.06			0.2				0.056				
497										0		0.04	0.04		0.03	0.03	0.03	0.02	0.04	0.05	
498								0	0.067	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0.65	
499								0	0	0.06	0.1	0.15	0.1	0.05	0.05	0.03	0.025	0.06			
500								0.5	0.25	0.25	0.25	0.05	0.05	0.1	0.1	0.15	0.15	0.15	0.15	0.08	
501								0.25	0.2	0.15	0.15	0.12	0.15	0.12	0.12	0.15	0.5	0.2	0.2	0.2	
502								0.12	0.07	0.01		0.05	0.1	0.2	0.07	0.026	0.02	0.09	0.15	0.17	
503									0.1		0.06			0.01	0.01	0.01		0.01	0.015	0.015	
504									0.05	0.18					0.06				0.12		
505								0.3	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.05		0.05	0.05	0.05	
506								0.3	0.3	0.28	0.3	0.15	0.15	0.06	0.1	0.12	0.04	0.04	0.02	0.02	
507											0.1	0.03	0.040972	0.03	0.03	0.03		0.1	0.05	0.1	
508								0.1	0.2	0.1	0.1	0.2	0.3	0.1	0.2	0.11	0.08	0.08	0.02		
509								0.15	0.1	0.1	0.1	0.2	0.3			0.2	0.2	0.03	0.1	0.3	
510								0.056	0.03	0.07	0.06	0.05	0.1	0.05	0.12	0.1	0.12	0.1	0.1	0.1	
511								0.223		0.2		0.2		0.2	0.15	0.1		0.1	0.2	0.315	
512								0.1	0	0.05		0							0.05		
513								0.1		0.132	0.15	0.15	0.1	0.05	0.05	0.1	0.15	0.1	0.03		
514								0.1	0.2	0.1	0.056	0.1		0.1	0.15	0.1	0.1				
515								0.12	0.1	0.1	0.12		0.1	0.1	0.02	0.05			0.06		
516								0.6	0.5	0.4	0.2	0.2	0.15	0.15	0.1	0.02		0.1	0.1	0.1	
517								0.25	0.28	0					0.06	0.21	0.1			0.05	
518								0.4	0.43	0.3	0.1	0.03	0.1	0.18	0.2	0.05	0.16	0.16	0.2	0.1	
519								0.25	0.2	0.1	0.09	0.09	0.2	0.1					0		
520								0.4	0.2	0.03	0.07	0.02	0.01		0.011	0.01		0.2	1.5	2	
521								0.1	0.2	0.15		0.15	0.06	0.08	0.08	0.08	0.12	0.15	0.12	0.355772	
522								0.07	0.07	0.03	0.04	0.04		0.02	0.01	0.01	0.01				
523									0.01										0		
524									0.35												
525								0.2	0.2	0.15	0.15	0.15	0.15	0.1			0.1	0.1	0.05	0.1	
526								0.16	0.21	0.26	0.3	0.32	0.35	0.23	0.267877	0.2	0.3	0.2	0.22	0.25	
527								0.27	0.27	0.27	0.3	0.2	0.4	0.2	0.2	0.3	0.3	0.3	0.4	0.7	
528								0.2	0.033	0.05	0.023	0				0.038					
529									0.028		0.05	0.05		0.025	0.025			0.1	0.1	0.025	
530								0.3	0	0.08	0.05		0.05	0.1	0.03	0.1	0.06	0.116898	0.238	0.476	
531									0.2	0.1	0.05	0.05	0.02	0.04	0.024741	0.03	0.05	0.025	0.035		
532									0.2	0.1	0.05	0.1	0.1	0.1	0.01	0.02	0.05				
533									0.05	0.2	0	0			0.02			0.12			
534									0.2	0.15	0.2	0.1	0.1	0.1	0.1	0.099856	0.2	0.125	0.1		
535													0.04							0.06	
536									0.068	0.12	0.05	0.08	0.05	0.03	0.035	0.05	0.06	0.038	0.04	0.05	
537									0.05	0.1	0.05	0.05	0.02				0		0.062		
538									0.32	0.2	0.3	0.5	0.5	0.2	0.1	0.1	0.1	0.3	0.3		
539									0.07	0.03		0.03				0.01	0.02	0.03	0.02	0.03	
540									0.2	0.1	0.1	0.05	0.05	0.05	0.03	0.05	0.11	0.03	0.02		
541									0.05	0.3	0			0.03	0.05	0.05	0.03	0.037	0.011		
542									0.025	0.1	0.1	0.1					0.1	0.050008			
543									0.2	0.08	0.11	0.15	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	
544									0.015												
545									0.06	0.06	0.08	0.05	0.025	0.015	0.01	0.01	0.006	0.006	0.012	0.017	
546													0.1						0.1	0.1	
547									0.3	0.1		0	0.08	0.02							
548										0.3	0.25		0.15	0.2		0	0.2		0.2	0.2	
549									0.04	0.15	0.15		0.2	0.15	0.1	0.1	0.15	0.15	0.1	0.100603	
550									0.2	0.85	0.15	0.15	0.12	0.05	0.05	0.09	0.05	0.05		0.1	
551									0.15	0		0.04			0.1			0.002	0.001		
552									0.1				0.1			0.05	0.07	0.09			
553									0.1	0.1		0.15	0.2	0.15	0.2	0.2	0.1	0.1	0.15	0.1	
554																	0		0.02	0.02	
555									0.1	0.1	0.1	0.1	0.12	0.15	0.2	0.2	0.25	0.4	0.42	0.45	
556									0.27	0.2	0.05	0.15	0.15	0.1							
557									0.2	0.2	0.2	0.17	0.03	0.1	0.15	0.01		0.11	0.08	0.025	
558												0.2		0.05				0	0.09	0.1	
559									0.3	0.2	0.15	0.15	0.1	0.1	0.1	0.1	0.15	0.15	0.15	0.15	
560									0.25	0.1	0.25	0.3	0.1	0.05	0.115	0.1	0.15	0.05	0.07	0.07	
561									0.2	0.2	0.4	0.2	0.1	0.3	0.2	0.6	0.2	0.1	0.2	0.12	
562									0.5	0.3	0.3	0.1	0.3	0.1	0.12	0.12	0.12	0.04	0.1	0.099931	
563									0.1	0.2	0.15	0.2	0.15	0.161029	0.05	0.05	0.01	0.009385	0.01	0.1	
564									0.15	0.1	0.1	0.15	0.15	0.1	0.05			0.05		0.04	
565									0.1	0	0.1	0		0.02	0.02		0.03			0.038	
566									0	0.06		0	0.1	0.05	0.04	0.02	0.10003	0.05	0.05	0.04	
567									0.28	0.25	0.25	0.3	0.4	0.25	0.35	0.4	0.2	0.22	0.22	0.15	
568									0.02		0.05	0.05		0.06	0.05						
569									0.12	0.034	0.04	0.04	0.01				0.02	0.1	0.1		
570									0.5	0.1	0.02	0.035	0.1	0.05	0.006	0.007	0.007	0.01			
571									0.1	0.03	0.05	0.05				0	0				
572									0.1	0.1	0.1	0.1	0.05								
573									0.15	0.1	0.1	0.2	0.03			0.1			0.05		
574									0.3	0.3	0.1		0.1	0.08	0.060268	0.080317		0.08	0.06	0.04	
575											0.03						0.05		0.05	0.05	
576									0.05		0		0.1			0					
577									0.5	0.3	0.2	0	0.0035	0.06							
578									0.03	0.08		0.04			0.03	0.04	0.1	0.18	0.06	0.06	
579									0.1	0.06		0.05		0.1	0.06		0.11	0.04			
580									0.02		0.04	0.2	0.02		0.005	0.05	0.02	0.2	0.102015		
581									0.15		0										
582										0		0							0.100247		
583									0.2			0.05		0.01		0.151	0.18	0.07	0.076642		
584									0.2		0.1		0.11		0.1	0	0.1				
585									0.15	0.03	0.035	0.035	0.03	0.012	0.015945	0.01		0.014	0.02		
586									0.5	0		0	0.05	0.01	0.01	0.033			0.015		
587									0.05		0.1	0		0.05	0.06	0.06	0.06	0.016254			
588									0.1	0.05	0.05	0.07	0.1		0.1	0.1	0.1	0.1	0.12	0.13	
589									0.5	0.1	0.1	0.1	0.1	0.05	0	0.1	0	0.03	0.12	0.08	
590									0.072	0.03	0.02	0.03		0.1	0.15	0.03			0.007	0.012	
591									0.1	0.05	0.05	0		0.05	0.1	0.1	0.1	0.1	0.08	0.1	
592									0.4	0.32	0.1	0.11	0.08	0.05	0.07		0.25	0.08	0.058	0.02	
593									0.1	0.1	0.05	0.05	0.05	0.05	0.1	0.15	0.15	0.1	0.1		
594									0	0	0.05		0.1	0.05	0.05	0.06	0.06	0.05	0.02	0.02	
595									0.36	0.44	0.49	0.5	0.6	0.5	0.22	0.202	0.22	0.24	0.26	0.18	
596									0.3	0.35	0.36	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	
597									0.15	0	0.05										
598									0.05	0.04		0.024		0.017	0.016	0.017	0.018	0.02	0.025	0.062576	
599									0.1	0.2	0.1		0.15	0.1	0.05	0.07	0.1	0.12			
600									0.1	0.3	0.4	0.1			0.1	0.15	0.15	0.25	0.301693	0.3	
601									0.2	0		0.05					0				
602									0.1	0.05	0.06	0.06			0.01	0.012	0.015	0.02	0.1	0.05	
603									0	0.3	0.25	0.25	0.25	0.15	0.1	0.1	0.01			0.05	
604									0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.05	0.03	0.03	
605									0.3	0.12	0.1	0.15	0.15	0.15	0.1	0.1	0.1	0.05	0.05		
606									0.25	0.2	0.1	0	0.1	0.05	0.065	0.06	0.06	0.05	0.05		
607												0.05		0.03	0.08						
608									0.13	0.15	0.13	0.13	0.1								
609										0.3											
610									0.0112		0.1	0				0.006	0.012	0			
611									0.1	0.28	0.1	0.34	0.05	0.055	0.08	0.4	0.48	0.2	0.2	0.25	
612									0.15	0.12	0.12	0.12	0.12	0.1	0.1	0.08	0.06	0.06	0.06	0.07134	
613									0.15	0.182	0.129	0.115	0.16	0.078	0.046	0.021	0.015	0.01	0.01	0.025	
614									0.12	0.04	0.01	0.1	0.075	0.05	0.2	0.18			0.042		
615									0.2	0.22	0.3	0.33	0.4	0.17	0.22	0.3	0.42	0.5		0.2	
616									0.1	0.2			0.05	0.06	0.05	0.01					
617									0.1	0.2	0.06	0.1	0.1	0.05	0.1	0.1	0.05	0.1	0.1	0.1	
618									0.05	0.05	0.1	0.05	0.05	0.03	0.02	0.01	0.01		0.012	0.006	
619									0.1	0.1	0.05	0.03	0.1	0.04	0.1	0.12	0.06	0.11	0.035		
620									0.1	0.05	0.03	0									
621									0.02	0.55		0.12	0.05	0.08	0.015	0.016	0.018	0.018	0.04		
622									0.1	0.1	0.1	0.05	0.05	0.05	0.05	0.015		0.01			
623									0.1	0.1	0.1	0.1		0.1	0.1	0.05	0.025	0.025	0.025	0.03	
624										0.18	0.3	0.2	0.127029	0.1	0.2	0.1	0.1		0.15		
625										0.2	0.2	0.2	0.1	0.2	0.05	0.03	0.013	0.01	0.020006	0.03	
626									0.023	0.15	0.06	0.06	0.1			0.014	0.016	0.084	0.038	0.044	
627									0.025	0.025	0.035	0.05				0.05	0.05	0.05	0.03		
628												0.028	0.017		0.1						
629										0.22	0.1		0.15			0.04	0.05	0.05	0.025		
630									0.018	0.02	0.012	0.02	0.04	0.03	0.02	0.03	0.051	0.05	0.047	0.037	
631									0.26	0.25	0.18	0.2	0.12	0.1	0.1		0.05	0.1	0.1	0.1	
632									0.2	0.3	0.1	0	0.1	0.1	0.1	0	0.4	0.4	0.15	0.15	
633										0.05	0.1	0.05	0.1	0.1	0.1	0.1	0.1	0.1	0.05	0.015	
634									0.075	0.08	0.08	0.08	0.05	0.05	0.05	0.05	0.03	0.02		0.07	
635										0.1	0		0.2	0.3	0.4	0.45		0.055	0.065		
636										0.2	0.1	0.1	0.1	0.1	0.1	0.079996	0.02	0.01	0.02	0.02	
637										0.25	0.1	0.06	0.1	0.1	0.05	0.1	0.1	0.05	0.05	0.05	
638										0.25	0.15	0.15	0.265	0.0556	0.035			0.015	0.06	0.03	
639										0.25	0.2	0.2	0.15		0.2	0.15	0.1	0.1	0.1		
640										0.1	0.1	0.1	0.15			0.01			0.01		
641										0.29	0.1	0		0.011	0.002	0.002	0.001	0.1	0.05	0.013	
642										0.12	0.05	0.08	0.22	0.08	0.18	0.28	0.18	0.21	0.3	0.43	
643												0.1	1								
644										0.12	0			0.25			0		0		
645										0.225	0.6	0.5	0.25	0.16	0.09791	0.1	0.2	0.1	0.2	0.100001	
646										0.35			0.3			0.2			0.1		
647										0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.3	0.25	0.5	
648										0.1	0.05	0.02	0.02	0.02	0.03			0.06	0.015		
649										0.1		0									
650										0.3	0.1	0.2		0.15	0.1	0.1	0.1	0.15	0.1	0.1	
651										0.8	0.7	0.5	0.13	0.5	0.5	0.6	0.7		0.7	0.8	
652										0.12	0.12		0.1	0.03	0.03			0.05	0.05	0.05	
653										0.122	0.05	0.07	0.058	0.094	0.11	0.15	0.033	0.068	0.083	0.06	
654										0.06	0.05	0.05	0.02	0.035	0.08	0.08	0.03	0.025	0.04	0.025	
655										0.06	0.05	0.3	0.05		0.05	0.03	0.02	0.025	0.04	0.055	
656										0.1	0.2	0.3	0.1	0.1	0.1	0.1	0.2	0.1	0.07		
657										0.1		0.05	0.05								
658										0.8	0.5	0.28	0.39	0.14	0.21	0.273	0.095	0.08	0.11		
659										0.3	0.35	0.2	0.1	0.1	0.12	0.12	0.12	0.1	0.1	0.02	
660										0.1	0.6	0.3	0.5	0.661925	0.5	0.2	0.15	0.1	0.1	0.1	
661										0.8	0.75	0.4	0.5	0.05	0.1	0.1	0.05	0.03	0.017		
662										0.5	0.5	0.3	0.3	0.2	0.2		0.2	0.12	0.12	0.12	
663										1	0.6	0.8	0.25	0		0.06		0.1	0.05	0.05	
664										0.2	0.2	0.2	0.1	0.1	0.05	0.05	0.03				
665										0.3	0		0.06	0.02	0.035	0.06		0.05	0.075		
666										0.358	0.25			0.13	0.1		0.2			0.2	
667										0.1			0.1	0.1	0.1	0.02					
668										0.1	0.1	0.1	0.03	0.02	0.05	0.05	0.04	0.02	0.01		
